SearchBayesianSkopt: New best config found. Config 0: {'norm': 1, 'alpha': 0.5030828870316804, 'beta': 0.08303079948852111, 'gamma': 0.23468894287393555} - results: PRECISION: 0.0401580, PRECISION_RECALL_MIN_DEN: 0.0924895, RECALL: 0.0905219, MAP: 0.0191230, MAP_MIN_DEN: 0.0431827, MRR: 0.1422658, NDCG: 0.0793527, F1: 0.0556349, HIT_RATE: 0.2950274, ARHR_ALL_HITS: 0.1642068, NOVELTY: 0.0038148, AVERAGE_POPULARITY: 0.1839195, DIVERSITY_MEAN_INTER_LIST: 0.9526189, DIVERSITY_HERFINDAHL: 0.9952594, COVERAGE_ITEM: 0.1432709, COVERAGE_ITEM_HIT: 0.0489846, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2744961, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0197971, SHANNON_ENTROPY: 9.1663500, RATIO_DIVERSITY_HERFINDAHL: 0.9955886, RATIO_DIVERSITY_GINI: 0.0443833, RATIO_SHANNON_ENTROPY: 0.6793052, RATIO_AVERAGE_POPULARITY: 3.6103018, RATIO_NOVELTY: 0.2352550, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'norm': 1, 'alpha': 0.23973502745173364, 'beta': 0.0001995907771230599, 'gamma': 0.937196178946787} - results: PRECISION: 0.0342094, PRECISION_RECALL_MIN_DEN: 0.0799624, RECALL: 0.0783465, MAP: 0.0158623, MAP_MIN_DEN: 0.0367452, MRR: 0.1230397, NDCG: 0.0680985, F1: 0.0476241, HIT_RATE: 0.2624187, ARHR_ALL_HITS: 0.1392519, NOVELTY: 0.0035196, AVERAGE_POPULARITY: 0.2686897, DIVERSITY_MEAN_INTER_LIST: 0.8847324, DIVERSITY_HERFINDAHL: 0.9884710, COVERAGE_ITEM: 0.0807351, COVERAGE_ITEM_HIT: 0.0312142, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2441567, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0075629, SHANNON_ENTROPY: 7.7534127, RATIO_DIVERSITY_HERFINDAHL: 0.9887978, RATIO_DIVERSITY_GINI: 0.0169553, RATIO_SHANNON_ENTROPY: 0.5745944, RATIO_AVERAGE_POPULARITY: 5.2743241, RATIO_NOVELTY: 0.2170489, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'norm': 2, 'alpha': 0.3790332853950451, 'beta': 0.19482568803973793, 'gamma': 0.5154420906586482} - results: PRECISION: 0.0395952, PRECISION_RECALL_MIN_DEN: 0.0919774, RECALL: 0.0900927, MAP: 0.0187595, MAP_MIN_DEN: 0.0426455, MRR: 0.1407944, NDCG: 0.0785359, F1: 0.0550126, HIT_RATE: 0.2943819, ARHR_ALL_HITS: 0.1618822, NOVELTY: 0.0037985, AVERAGE_POPULARITY: 0.1937710, DIVERSITY_MEAN_INTER_LIST: 0.9458444, DIVERSITY_HERFINDAHL: 0.9945820, COVERAGE_ITEM: 0.1770595, COVERAGE_ITEM_HIT: 0.0475543, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2738956, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0201064, SHANNON_ENTROPY: 9.0824865, RATIO_DIVERSITY_HERFINDAHL: 0.9949109, RATIO_DIVERSITY_GINI: 0.0450767, RATIO_SHANNON_ENTROPY: 0.6730902, RATIO_AVERAGE_POPULARITY: 3.8036847, RATIO_NOVELTY: 0.2342473, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'norm': 1, 'alpha': 0.7442752799289244, 'beta': 0.03786297666539618, 'gamma': 0.2804700701944321} - results: PRECISION: 0.0400754, PRECISION_RECALL_MIN_DEN: 0.0923452, RECALL: 0.0903852, MAP: 0.0190840, MAP_MIN_DEN: 0.0431080, MRR: 0.1422047, NDCG: 0.0792461, F1: 0.0555297, HIT_RATE: 0.2952856, ARHR_ALL_HITS: 0.1640305, NOVELTY: 0.0038011, AVERAGE_POPULARITY: 0.1891043, DIVERSITY_MEAN_INTER_LIST: 0.9496832, DIVERSITY_HERFINDAHL: 0.9949659, COVERAGE_ITEM: 0.1378003, COVERAGE_ITEM_HIT: 0.0480549, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2747364, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0193856, SHANNON_ENTROPY: 9.1160517, RATIO_DIVERSITY_HERFINDAHL: 0.9952949, RATIO_DIVERSITY_GINI: 0.0434608, RATIO_SHANNON_ENTROPY: 0.6755777, RATIO_AVERAGE_POPULARITY: 3.7120792, RATIO_NOVELTY: 0.2344071, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'norm': 2, 'alpha': 0.9418979754765516, 'beta': 0.5200147607498586, 'gamma': 0.787903172934117} - results: PRECISION: 0.0288289, PRECISION_RECALL_MIN_DEN: 0.0640980, RECALL: 0.0625191, MAP: 0.0123601, MAP_MIN_DEN: 0.0268699, MRR: 0.0939765, NDCG: 0.0525673, F1: 0.0394613, HIT_RATE: 0.2206702, ARHR_ALL_HITS: 0.1073651, NOVELTY: 0.0036579, AVERAGE_POPULARITY: 0.2205341, DIVERSITY_MEAN_INTER_LIST: 0.9264960, DIVERSITY_HERFINDAHL: 0.9926472, COVERAGE_ITEM: 0.1277531, COVERAGE_ITEM_HIT: 0.0397597, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2053136, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0121501, SHANNON_ENTROPY: 8.4073990, RATIO_DIVERSITY_HERFINDAHL: 0.9929755, RATIO_DIVERSITY_GINI: 0.0272393, RATIO_SHANNON_ENTROPY: 0.6230604, RATIO_AVERAGE_POPULARITY: 4.3290399, RATIO_NOVELTY: 0.2255737, 
SearchBayesianSkopt: New best config found. Config 26: {'norm': 1, 'alpha': 0.5662758437062917, 'beta': 0.11831199832407605, 'gamma': 0.09014591000630635} - results: PRECISION: 0.0401890, PRECISION_RECALL_MIN_DEN: 0.0924639, RECALL: 0.0904855, MAP: 0.0191848, MAP_MIN_DEN: 0.0433060, MRR: 0.1426584, NDCG: 0.0794931, F1: 0.0556577, HIT_RATE: 0.2950015, ARHR_ALL_HITS: 0.1647065, NOVELTY: 0.0038273, AVERAGE_POPULARITY: 0.1804980, DIVERSITY_MEAN_INTER_LIST: 0.9545839, DIVERSITY_HERFINDAHL: 0.9954559, COVERAGE_ITEM: 0.1465961, COVERAGE_ITEM_HIT: 0.0496281, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2744721, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0203473, SHANNON_ENTROPY: 9.2162936, RATIO_DIVERSITY_HERFINDAHL: 0.9957851, RATIO_DIVERSITY_GINI: 0.0456169, RATIO_SHANNON_ENTROPY: 0.6830065, RATIO_AVERAGE_POPULARITY: 3.5431381, RATIO_NOVELTY: 0.2360207, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'norm': 2, 'alpha': 0.027298077771927505, 'beta': 0.5490398891283483, 'gamma': 0.7598560210057537} - results: PRECISION: 0.0306439, PRECISION_RECALL_MIN_DEN: 0.0683302, RECALL: 0.0666673, MAP: 0.0134668, MAP_MIN_DEN: 0.0292663, MRR: 0.1015249, NDCG: 0.0566003, F1: 0.0419879, HIT_RATE: 0.2321336, ARHR_ALL_HITS: 0.1164590, NOVELTY: 0.0039680, AVERAGE_POPULARITY: 0.1799411, DIVERSITY_MEAN_INTER_LIST: 0.9501038, DIVERSITY_HERFINDAHL: 0.9950079, COVERAGE_ITEM: 0.6165618, COVERAGE_ITEM_HIT: 0.0418335, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2159792, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0698399, SHANNON_ENTROPY: 9.7253499, RATIO_DIVERSITY_HERFINDAHL: 0.9953370, RATIO_DIVERSITY_GINI: 0.1565747, RATIO_SHANNON_ENTROPY: 0.7207319, RATIO_AVERAGE_POPULARITY: 3.5322079, RATIO_NOVELTY: 0.2447016, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'norm': 2, 'alpha': 0.9030971216810149, 'beta': 0.47037111522325925, 'gamma': 0.43156070767752785} - results: PRECISION: 0.0381132, PRECISION_RECALL_MIN_DEN: 0.0880349, RECALL: 0.0861936, MAP: 0.0177350, MAP_MIN_DEN: 0.0402227, MRR: 0.1335223, NDCG: 0.0746776, F1: 0.0528549, HIT_RATE: 0.2847258, ARHR_ALL_HITS: 0.1532622, NOVELTY: 0.0037765, AVERAGE_POPULARITY: 0.2024365, DIVERSITY_MEAN_INTER_LIST: 0.9393648, DIVERSITY_HERFINDAHL: 0.9939341, COVERAGE_ITEM: 0.1769522, COVERAGE_ITEM_HIT: 0.0481979, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2649115, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0192470, SHANNON_ENTROPY: 8.9589740, RATIO_DIVERSITY_HERFINDAHL: 0.9942628, RATIO_DIVERSITY_GINI: 0.0431500, RATIO_SHANNON_ENTROPY: 0.6639369, RATIO_AVERAGE_POPULARITY: 3.9737877, RATIO_NOVELTY: 0.2328874, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'norm': 2, 'alpha': 0.14182423088071242, 'beta': 0.6686271900114794, 'gamma': 0.2635745024535833} - results: PRECISION: 0.0382268, PRECISION_RECALL_MIN_DEN: 0.0881874, RECALL: 0.0863149, MAP: 0.0180434, MAP_MIN_DEN: 0.0408710, MRR: 0.1355966, NDCG: 0.0754301, F1: 0.0529869, HIT_RATE: 0.2842611, ARHR_ALL_HITS: 0.1557714, NOVELTY: 0.0039088, AVERAGE_POPULARITY: 0.1765228, DIVERSITY_MEAN_INTER_LIST: 0.9546045, DIVERSITY_HERFINDAHL: 0.9954580, COVERAGE_ITEM: 0.4617062, COVERAGE_ITEM_HIT: 0.0498427, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2644791, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0386702, SHANNON_ENTROPY: 9.5339765, RATIO_DIVERSITY_HERFINDAHL: 0.9957872, RATIO_DIVERSITY_GINI: 0.0866952, RATIO_SHANNON_ENTROPY: 0.7065495, RATIO_AVERAGE_POPULARITY: 3.4651058, RATIO_NOVELTY: 0.2410464, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'norm': 1, 'alpha': 0.8536914945354392, 'beta': 0.7809560941108056, 'gamma': 0.4717696998586477} - results: PRECISION: 0.0311784, PRECISION_RECALL_MIN_DEN: 0.0699154, RECALL: 0.0682304, MAP: 0.0135224, MAP_MIN_DEN: 0.0295632, MRR: 0.1022910, NDCG: 0.0574265, F1: 0.0427993, HIT_RATE: 0.2372199, ARHR_ALL_HITS: 0.1171331, NOVELTY: 0.0038187, AVERAGE_POPULARITY: 0.1931437, DIVERSITY_MEAN_INTER_LIST: 0.9430900, DIVERSITY_HERFINDAHL: 0.9943066, COVERAGE_ITEM: 0.3847612, COVERAGE_ITEM_HIT: 0.0448370, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2207115, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0285390, SHANNON_ENTROPY: 9.1064836, RATIO_DIVERSITY_HERFINDAHL: 0.9946354, RATIO_DIVERSITY_GINI: 0.0639820, RATIO_SHANNON_ENTROPY: 0.6748686, RATIO_AVERAGE_POPULARITY: 3.7913708, RATIO_NOVELTY: 0.2354932, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'norm': 2, 'alpha': 0.5217178647775021, 'beta': 0.9573312124989434, 'gamma': 0.9478110622617721} - results: PRECISION: 0.0213002, PRECISION_RECALL_MIN_DEN: 0.0451896, RECALL: 0.0438025, MAP: 0.0085795, MAP_MIN_DEN: 0.0175877, MRR: 0.0652441, NDCG: 0.0362118, F1: 0.0286625, HIT_RATE: 0.1649540, ARHR_ALL_HITS: 0.0744343, NOVELTY: 0.0037829, AVERAGE_POPULARITY: 0.1934960, DIVERSITY_MEAN_INTER_LIST: 0.9419178, DIVERSITY_HERFINDAHL: 0.9941893, COVERAGE_ITEM: 0.4083596, COVERAGE_ITEM_HIT: 0.0343607, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1534747, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0277269, SHANNON_ENTROPY: 8.9247077, RATIO_DIVERSITY_HERFINDAHL: 0.9945181, RATIO_DIVERSITY_GINI: 0.0621612, RATIO_SHANNON_ENTROPY: 0.6613974, RATIO_AVERAGE_POPULARITY: 3.7982865, RATIO_NOVELTY: 0.2332865, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'norm': 2, 'alpha': 0.7642382249890357, 'beta': 0.7567602834225389, 'gamma': 0.23375593447117832} - results: PRECISION: 0.0377543, PRECISION_RECALL_MIN_DEN: 0.0868305, RECALL: 0.0849775, MAP: 0.0175881, MAP_MIN_DEN: 0.0397645, MRR: 0.1322870, NDCG: 0.0738204, F1: 0.0522809, HIT_RATE: 0.2819374, ARHR_ALL_HITS: 0.1518837, NOVELTY: 0.0038485, AVERAGE_POPULARITY: 0.1876391, DIVERSITY_MEAN_INTER_LIST: 0.9480349, DIVERSITY_HERFINDAHL: 0.9948010, COVERAGE_ITEM: 0.3222969, COVERAGE_ITEM_HIT: 0.0496997, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2623171, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0268606, SHANNON_ENTROPY: 9.2595292, RATIO_DIVERSITY_HERFINDAHL: 0.9951300, RATIO_DIVERSITY_GINI: 0.0602190, RATIO_SHANNON_ENTROPY: 0.6862106, RATIO_AVERAGE_POPULARITY: 3.6833167, RATIO_NOVELTY: 0.2373285, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'norm': 1, 'alpha': 0.6910465280001314, 'beta': 0.8623286549754484, 'gamma': 0.7635589778553328} - results: PRECISION: 0.0233838, PRECISION_RECALL_MIN_DEN: 0.0501045, RECALL: 0.0486333, MAP: 0.0094775, MAP_MIN_DEN: 0.0196746, MRR: 0.0720132, NDCG: 0.0401915, F1: 0.0315822, HIT_RATE: 0.1807291, ARHR_ALL_HITS: 0.0822029, NOVELTY: 0.0037927, AVERAGE_POPULARITY: 0.1923366, DIVERSITY_MEAN_INTER_LIST: 0.9427100, DIVERSITY_HERFINDAHL: 0.9942686, COVERAGE_ITEM: 0.4026387, COVERAGE_ITEM_HIT: 0.0381150, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1681520, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0279028, SHANNON_ENTROPY: 8.9712645, RATIO_DIVERSITY_HERFINDAHL: 0.9945974, RATIO_DIVERSITY_GINI: 0.0625556, RATIO_SHANNON_ENTROPY: 0.6648477, RATIO_AVERAGE_POPULARITY: 3.7755272, RATIO_NOVELTY: 0.2338915, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'norm': 1, 'alpha': 0.5566708850081306, 'beta': 0.42938674165029067, 'gamma': 0.006627745817310628} - results: PRECISION: 0.0400676, PRECISION_RECALL_MIN_DEN: 0.0922751, RECALL: 0.0903211, MAP: 0.0191006, MAP_MIN_DEN: 0.0431342, MRR: 0.1425150, NDCG: 0.0792768, F1: 0.0555102, HIT_RATE: 0.2954663, ARHR_ALL_HITS: 0.1642422, NOVELTY: 0.0038577, AVERAGE_POPULARITY: 0.1777833, DIVERSITY_MEAN_INTER_LIST: 0.9553758, DIVERSITY_HERFINDAHL: 0.9955351, COVERAGE_ITEM: 0.2202160, COVERAGE_ITEM_HIT: 0.0504505, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2749045, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0233615, SHANNON_ENTROPY: 9.3249807, RATIO_DIVERSITY_HERFINDAHL: 0.9958643, RATIO_DIVERSITY_GINI: 0.0523744, RATIO_SHANNON_ENTROPY: 0.6910611, RATIO_AVERAGE_POPULARITY: 3.4898502, RATIO_NOVELTY: 0.2378952, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'norm': 1, 'alpha': 0.7907455534647111, 'beta': 0.33107807097378256, 'gamma': 0.33101426201912937} - results: PRECISION: 0.0393835, PRECISION_RECALL_MIN_DEN: 0.0910547, RECALL: 0.0891634, MAP: 0.0186566, MAP_MIN_DEN: 0.0422867, MRR: 0.1397548, NDCG: 0.0778949, F1: 0.0546348, HIT_RATE: 0.2920582, ARHR_ALL_HITS: 0.1608050, NOVELTY: 0.0038086, AVERAGE_POPULARITY: 0.1939631, DIVERSITY_MEAN_INTER_LIST: 0.9453701, DIVERSITY_HERFINDAHL: 0.9945346, COVERAGE_ITEM: 0.1844966, COVERAGE_ITEM_HIT: 0.0488773, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2717336, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0209196, SHANNON_ENTROPY: 9.1124544, RATIO_DIVERSITY_HERFINDAHL: 0.9948635, RATIO_DIVERSITY_GINI: 0.0468998, RATIO_SHANNON_ENTROPY: 0.6753111, RATIO_AVERAGE_POPULARITY: 3.8074557, RATIO_NOVELTY: 0.2348675, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'norm': 1, 'alpha': 0.16782665002704403, 'beta': 0.3117911412789565, 'gamma': 0.40714245938668536} - results: PRECISION: 0.0395823, PRECISION_RECALL_MIN_DEN: 0.0915154, RECALL: 0.0896037, MAP: 0.0187884, MAP_MIN_DEN: 0.0426664, MRR: 0.1407129, NDCG: 0.0784157, F1: 0.0549087, HIT_RATE: 0.2929877, ARHR_ALL_HITS: 0.1618965, NOVELTY: 0.0038413, AVERAGE_POPULARITY: 0.1835420, DIVERSITY_MEAN_INTER_LIST: 0.9516561, DIVERSITY_HERFINDAHL: 0.9951632, COVERAGE_ITEM: 0.2810355, COVERAGE_ITEM_HIT: 0.0488058, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2725984, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0243220, SHANNON_ENTROPY: 9.2578592, RATIO_DIVERSITY_HERFINDAHL: 0.9954923, RATIO_DIVERSITY_GINI: 0.0545278, RATIO_SHANNON_ENTROPY: 0.6860868, RATIO_AVERAGE_POPULARITY: 3.6028920, RATIO_NOVELTY: 0.2368861, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'norm': 2, 'alpha': 0.055638748057059276, 'beta': 0.20831920664754938, 'gamma': 0.44190302887330146} - results: PRECISION: 0.0396158, PRECISION_RECALL_MIN_DEN: 0.0915788, RECALL: 0.0896398, MAP: 0.0188133, MAP_MIN_DEN: 0.0427634, MRR: 0.1408369, NDCG: 0.0785307, F1: 0.0549478, HIT_RATE: 0.2932975, ARHR_ALL_HITS: 0.1620590, NOVELTY: 0.0038167, AVERAGE_POPULARITY: 0.1855444, DIVERSITY_MEAN_INTER_LIST: 0.9509167, DIVERSITY_HERFINDAHL: 0.9950892, COVERAGE_ITEM: 0.2221825, COVERAGE_ITEM_HIT: 0.0479834, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2728867, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0211850, SHANNON_ENTROPY: 9.1623697, RATIO_DIVERSITY_HERFINDAHL: 0.9954183, RATIO_DIVERSITY_GINI: 0.0474949, RATIO_SHANNON_ENTROPY: 0.6790102, RATIO_AVERAGE_POPULARITY: 3.6421994, RATIO_NOVELTY: 0.2353691, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'norm': 2, 'alpha': 0.9976583086029654, 'beta': 0.5278410821908687, 'gamma': 0.8311340977559141} - results: PRECISION: 0.0270706, PRECISION_RECALL_MIN_DEN: 0.0597410, RECALL: 0.0582074, MAP: 0.0114442, MAP_MIN_DEN: 0.0246119, MRR: 0.0872330, NDCG: 0.0486799, F1: 0.0369547, HIT_RATE: 0.2079159, ARHR_ALL_HITS: 0.0995089, NOVELTY: 0.0036425, AVERAGE_POPULARITY: 0.2219119, DIVERSITY_MEAN_INTER_LIST: 0.9256244, DIVERSITY_HERFINDAHL: 0.9925601, COVERAGE_ITEM: 0.1145953, COVERAGE_ITEM_HIT: 0.0379005, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1934469, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0112366, SHANNON_ENTROPY: 8.3380044, RATIO_DIVERSITY_HERFINDAHL: 0.9928883, RATIO_DIVERSITY_GINI: 0.0251914, RATIO_SHANNON_ENTROPY: 0.6179177, RATIO_AVERAGE_POPULARITY: 4.3560854, RATIO_NOVELTY: 0.2246295, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'norm': 1, 'alpha': 0.36716452420549756, 'beta': 0.08639056864363394, 'gamma': 0.8098742821415406} - results: PRECISION: 0.0371605, PRECISION_RECALL_MIN_DEN: 0.0870025, RECALL: 0.0852548, MAP: 0.0172901, MAP_MIN_DEN: 0.0397478, MRR: 0.1320932, NDCG: 0.0736818, F1: 0.0517600, HIT_RATE: 0.2809821, ARHR_ALL_HITS: 0.1506265, NOVELTY: 0.0036635, AVERAGE_POPULARITY: 0.2319388, DIVERSITY_MEAN_INTER_LIST: 0.9177889, DIVERSITY_HERFINDAHL: 0.9917765, COVERAGE_ITEM: 0.1226044, COVERAGE_ITEM_HIT: 0.0414760, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2614283, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0135775, SHANNON_ENTROPY: 8.4593565, RATIO_DIVERSITY_HERFINDAHL: 0.9921045, RATIO_DIVERSITY_GINI: 0.0304396, RATIO_SHANNON_ENTROPY: 0.6269109, RATIO_AVERAGE_POPULARITY: 4.5529106, RATIO_NOVELTY: 0.2259186, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'norm': 1, 'alpha': 0.2565682405925274, 'beta': 0.6659866564501666, 'gamma': 0.5151679461852986} - results: PRECISION: 0.0344057, PRECISION_RECALL_MIN_DEN: 0.0783217, RECALL: 0.0765542, MAP: 0.0155550, MAP_MIN_DEN: 0.0346190, MRR: 0.1172862, NDCG: 0.0655620, F1: 0.0474748, HIT_RATE: 0.2592688, ARHR_ALL_HITS: 0.1345248, NOVELTY: 0.0039409, AVERAGE_POPULARITY: 0.1782154, DIVERSITY_MEAN_INTER_LIST: 0.9518424, DIVERSITY_HERFINDAHL: 0.9951818, COVERAGE_ITEM: 0.5559926, COVERAGE_ITEM_HIT: 0.0473756, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2412261, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0534385, SHANNON_ENTROPY: 9.6389807, RATIO_DIVERSITY_HERFINDAHL: 0.9955109, RATIO_DIVERSITY_GINI: 0.1198042, RATIO_SHANNON_ENTROPY: 0.7143312, RATIO_AVERAGE_POPULARITY: 3.4983321, RATIO_NOVELTY: 0.2430284, 
SearchBayesianSkopt: New best config found. Config 41: {'norm': 2, 'alpha': 0.6600035413327504, 'beta': 0.12278639157328067, 'gamma': 0.09310615514033561} - results: PRECISION: 0.0402587, PRECISION_RECALL_MIN_DEN: 0.0926142, RECALL: 0.0906324, MAP: 0.0191908, MAP_MIN_DEN: 0.0433062, MRR: 0.1425354, NDCG: 0.0795313, F1: 0.0557523, HIT_RATE: 0.2955179, ARHR_ALL_HITS: 0.1646649, NOVELTY: 0.0038249, AVERAGE_POPULARITY: 0.1818033, DIVERSITY_MEAN_INTER_LIST: 0.9538780, DIVERSITY_HERFINDAHL: 0.9953853, COVERAGE_ITEM: 0.1442363, COVERAGE_ITEM_HIT: 0.0496997, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2749526, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0203333, SHANNON_ENTROPY: 9.2084233, RATIO_DIVERSITY_HERFINDAHL: 0.9957145, RATIO_DIVERSITY_GINI: 0.0455854, RATIO_SHANNON_ENTROPY: 0.6824232, RATIO_AVERAGE_POPULARITY: 3.5687614, RATIO_NOVELTY: 0.2358756, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'norm': 1, 'alpha': 0.7933396246663322, 'beta': 0.7073783521779076, 'gamma': 0.1850411445147732} - results: PRECISION: 0.0377440, PRECISION_RECALL_MIN_DEN: 0.0867214, RECALL: 0.0848695, MAP: 0.0175821, MAP_MIN_DEN: 0.0397458, MRR: 0.1322455, NDCG: 0.0737768, F1: 0.0522506, HIT_RATE: 0.2814469, ARHR_ALL_HITS: 0.1518557, NOVELTY: 0.0038604, AVERAGE_POPULARITY: 0.1853728, DIVERSITY_MEAN_INTER_LIST: 0.9493230, DIVERSITY_HERFINDAHL: 0.9949298, COVERAGE_ITEM: 0.3452517, COVERAGE_ITEM_HIT: 0.0500930, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2618607, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0285535, SHANNON_ENTROPY: 9.3103769, RATIO_DIVERSITY_HERFINDAHL: 0.9952589, RATIO_DIVERSITY_GINI: 0.0640145, RATIO_SHANNON_ENTROPY: 0.6899788, RATIO_AVERAGE_POPULARITY: 3.6388292, RATIO_NOVELTY: 0.2380657, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'norm': 1, 'alpha': 0.5594176604262485, 'beta': 0.18273732545006496, 'gamma': 0.7087957449706096} - results: PRECISION: 0.0368791, PRECISION_RECALL_MIN_DEN: 0.0856885, RECALL: 0.0839301, MAP: 0.0170471, MAP_MIN_DEN: 0.0388666, MRR: 0.1295527, NDCG: 0.0724034, F1: 0.0512422, HIT_RATE: 0.2786585, ARHR_ALL_HITS: 0.1480845, NOVELTY: 0.0036948, AVERAGE_POPULARITY: 0.2225245, DIVERSITY_MEAN_INTER_LIST: 0.9251369, DIVERSITY_HERFINDAHL: 0.9925113, COVERAGE_ITEM: 0.1343678, COVERAGE_ITEM_HIT: 0.0437643, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2592664, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0149235, SHANNON_ENTROPY: 8.5957938, RATIO_DIVERSITY_HERFINDAHL: 0.9928395, RATIO_DIVERSITY_GINI: 0.0334571, RATIO_SHANNON_ENTROPY: 0.6370221, RATIO_AVERAGE_POPULARITY: 4.3681095, RATIO_NOVELTY: 0.2278525, 
